Stock_ID,Pattern,Signals,Win_Rate(%),Avg_Return(%),Max_Drawdown(%),Expected_Value(%)
4755.TW,P06_價量背離,69,55.07,3.73,-10.52,-1.09
6183.TW,P11_多頭排列紅K,59,54.24,3.9,-3.64,-1.09
911868.TW,P11_多頭排列紅K,38,52.63,4.22,-12.83,-1.09
8464.TW,P02_量增紅K,14,50.0,4.81,-12.95,-1.09
1304.TW,P02_量增紅K,26,50.0,4.82,-10.78,-1.09
4958.TW,P12_多頭回檔,33,48.48,5.19,-10.61,-1.09
3528.TW,P03_均線支撐放量,92,46.74,5.65,-3.81,-1.09
2537.TW,P03_均線支撐放量,50,44.0,6.43,-7.34,-1.09
8438.TW,P07_RSI超賣量縮,150,42.0,7.08,-6.72,-1.09
3312.TW,P06_價量背離,73,61.64,2.57,-11.18,-1.1
8072.TW,P10_組合訊號,65,53.85,3.96,-6.05,-1.1
1303.TW,P05_連跌反轉紅K,42,38.1,-0.05,-11.54,-1.1
2105.TW,P01_量縮價穩,63,38.1,-4.08,-11.19,-1.1
2867.TW,P07_RSI超賣量縮,105,38.1,-2.6,-10.82,-1.1
2014.TW,P12_多頭回檔,21,38.1,-6.98,-16.48,-1.1
6534.TW,P11_多頭排列紅K,21,38.1,-0.74,-7.29,-1.1
4526.TW,P10_組合訊號,42,38.1,-0.42,-9.17,-1.1
9934.TW,P10_組合訊號,63,38.1,-2.8,-11.38,-1.1
2254.TW,P10_組合訊號,21,38.1,-3.87,-12.53,-1.1
8466.TW,P05_連跌反轉紅K,42,38.1,-2.35,-10.96,-1.1
2357.TW,P08_黃金交叉量增,9,77.78,0.57,-12.44,-1.11
4536.TW,P02_量增紅K,31,64.52,2.13,-10.65,-1.11
2851.TW,P08_黃金交叉量增,11,63.64,2.26,-6.13,-1.11
4770.TW,P05_連跌反轉紅K,22,63.64,2.25,-12.95,-1.11
3406.TW,P06_價量背離,24,62.5,2.42,-13.34,-1.11
4746.TW,P06_價量背離,49,53.06,4.1,-9.66,-1.11
1215.TW,P12_多頭回檔,65,50.77,4.59,-4.97,-1.11
3416.TW,P08_黃金交叉量增,6,50.0,4.79,-5.93,-1.11
1708.TW,P02_量增紅K,26,50.0,4.78,-9.22,-1.11
4755.TW,P10_組合訊號,52,44.23,6.32,-9.89,-1.11
6177.TW,P10_組合訊號,56,42.86,6.74,-5.14,-1.11
6505.TW,P06_價量背離,100,38.0,-2.9,-9.29,-1.11
2723.TW,P07_RSI超賣量縮,50,38.0,-3.26,-14.06,-1.11
8473.TW,P10_組合訊號,79,37.97,-2.75,-10.51,-1.11
3356.TW,P11_多頭排列紅K,28,71.43,1.23,-14.04,-1.12
1316.TW,P07_RSI超賣量縮,64,65.62,1.95,-11.04,-1.12
2332.TW,P05_連跌反轉紅K,23,65.22,2.02,-12.66,-1.12
4148.TW,P01_量縮價穩,158,57.59,3.21,-13.04,-1.12
2612.TW,P04_長下影線放量,32,53.12,4.06,-15.53,-1.12
3701.TW,P04_長下影線放量,43,51.16,4.48,-9.2,-1.12
8112.TW,P04_長下影線放量,32,50.0,4.76,-8.92,-1.12
4581.TW,P08_黃金交叉量增,10,50.0,4.75,-6.12,-1.12
3617.TW,P10_組合訊號,67,47.76,5.31,-7.65,-1.12
3030.TW,P06_價量背離,75,46.67,5.59,-4.4,-1.12
1101.TW,P04_長下影線放量,58,37.93,-0.86,-9.58,-1.12
2636.TW,P04_長下影線放量,29,37.93,-1.74,-14.99,-1.12
1460.TW,P10_組合訊號,58,37.93,-3.19,-11.02,-1.12
2211.TW,P03_均線支撐放量,46,65.22,2.01,-10.3,-1.13
5871.TW,P05_連跌反轉紅K,31,61.29,2.58,-11.12,-1.13
8112.TW,P09_量縮後爆量紅K,5,60.0,2.78,-9.83,-1.13
6414.TW,P02_量增紅K,17,58.82,2.98,-10.37,-1.13
2359.TW,P08_黃金交叉量增,7,57.14,3.27,-7.62,-1.13
2241.TW,P01_量縮價穩,169,55.03,3.67,-9.82,-1.13
3052.TW,P04_長下影線放量,62,48.39,5.12,-6.24,-1.13
912000.TW,P10_組合訊號,27,48.15,5.2,-9.9,-1.13
2723.TW,P06_價量背離,66,37.88,-2.19,-14.37,-1.13
6743.TW,P03_均線支撐放量,22,77.27,0.59,-14.24,-1.14
6689.TW,P05_連跌反轉紅K,27,62.96,2.3,-17.4,-1.14
2024.TW,P03_均線支撐放量,89,57.3,3.23,-6.95,-1.14
2419.TW,P01_量縮價穩,99,54.55,3.74,-11.83,-1.14
1535.TW,P04_長下影線放量,55,54.55,3.74,-4.92,-1.14
3706.TW,P04_長下影線放量,36,52.78,4.1,-8.53,-1.14
1708.TW,P03_均線支撐放量,46,52.17,4.23,-6.8,-1.14
3027.TW,P06_價量背離,69,52.17,4.24,-10.79,-1.14
8039.TW,P01_量縮價穩,100,50.0,4.72,-7.53,-1.14
2524.TW,P04_長下影線放量,52,46.15,5.69,-8.19,-1.14
2884.TW,P08_黃金交叉量增,5,40.0,7.66,-4.06,-1.14
2002.TW,P05_連跌反轉紅K,37,37.84,-0.35,-7.94,-1.14
2867.TW,P11_多頭排列紅K,37,37.84,-0.55,-11.06,-1.14
1722.TW,P05_連跌反轉紅K,37,37.84,-0.99,-7.09,-1.14
8442.TW,P10_組合訊號,74,37.84,-0.1,-8.05,-1.14
2739.TW,P10_組合訊號,74,37.84,-0.32,-9.51,-1.14
2104.TW,P06_價量背離,90,37.78,-4.83,-12.2,-1.14
9904.TW,P04_長下影線放量,53,62.26,2.39,-6.79,-1.15
5203.TW,P11_多頭排列紅K,38,60.53,2.67,-11.44,-1.15
1313.TW,P05_連跌反轉紅K,32,56.25,3.4,-9.56,-1.15
2250.TW,P06_價量背離,88,53.41,3.96,-9.25,-1.15
9927.TW,P05_連跌反轉紅K,30,53.33,3.97,-5.54,-1.15
3022.TW,P03_均線支撐放量,52,51.92,4.26,-9.63,-1.15
2023.TW,P04_長下影線放量,56,51.79,4.29,-6.81,-1.15
6605.TW,P04_長下影線放量,24,50.0,4.7,-8.98,-1.15
2642.TW,P11_多頭排列紅K,23,43.48,6.46,-9.39,-1.15
1321.TW,P11_多頭排列紅K,53,37.74,-3.78,-10.25,-1.15
6754.TW,P01_量縮價穩,106,37.74,-2.41,-9.93,-1.15
2105.TW,P03_均線支撐放量,76,60.53,2.65,-8.15,-1.16
6672.TW,P02_量增紅K,20,60.0,2.74,-11.08,-1.16
1446.TW,P08_黃金交叉量增,12,58.33,3.02,-9.5,-1.16
1231.TW,P06_價量背離,60,56.67,3.3,-7.75,-1.16
4540.TW,P09_量縮後爆量紅K,9,55.56,3.51,-10.49,-1.16
8463.TW,P07_RSI超賣量縮,70,54.29,3.77,-8.21,-1.16
1806.TW,P10_組合訊號,72,54.17,3.78,-5.98,-1.16
6525.TW,P02_量增紅K,13,53.85,3.84,-11.07,-1.16
2910.TW,P10_組合訊號,79,51.9,4.25,-4.57,-1.16
3056.TW,P03_均線支撐放量,61,50.82,4.49,-9.35,-1.16
6230.TW,P02_量增紅K,22,50.0,4.67,-12.9,-1.16
1713.TW,P12_多頭回檔,79,49.37,4.83,-4.45,-1.16
6885.TW,P01_量縮價穩,17,47.06,5.41,-14.71,-1.16
1617.TW,P01_量縮價穩,220,45.0,5.97,-5.99,-1.16
1467.TW,P04_長下影線放量,74,37.84,8.44,-10.57,-1.16
1439.TW,P07_RSI超賣量縮,61,37.7,-0.29,-8.55,-1.16
3550.TW,P07_RSI超賣量縮,77,37.66,-0.34,-12.61,-1.16
6957.TW,P07_RSI超賣量縮,18,66.67,1.74,-16.54,-1.17
1229.TW,P04_長下影線放量,44,63.64,2.17,-8.32,-1.17
5471.TW,P05_連跌反轉紅K,33,60.61,2.63,-9.64,-1.17
8112.TW,P08_黃金交叉量增,7,57.14,3.2,-8.31,-1.17
2524.TW,P08_黃金交叉量增,18,55.56,3.49,-8.8,-1.17
1104.TW,P06_價量背離,126,50.79,4.49,-6.24,-1.17
3029.TW,P04_長下影線放量,20,50.0,4.67,-7.08,-1.17
1423.TW,P05_連跌反轉紅K,17,47.06,5.39,-5.21,-1.17
1451.TW,P06_價量背離,149,37.58,-0.56,-8.05,-1.17
2340.TW,P04_長下影線放量,28,71.43,1.15,-14.73,-1.18
6271.TW,P03_均線支撐放量,30,63.33,2.19,-11.83,-1.18
2727.TW,P05_連跌反轉紅K,28,60.71,2.59,-11.38,-1.18
2881.TW,P06_價量背離,48,56.25,3.34,-7.12,-1.18
6525.TW,P07_RSI超賣量縮,55,54.55,3.67,-9.47,-1.18
3543.TW,P04_長下影線放量,72,52.78,4.02,-9.72,-1.18
4104.TW,P12_多頭回檔,72,50.0,4.63,-2.79,-1.18
2530.TW,P01_量縮價穩,160,49.38,4.79,-4.94,-1.18
2007.TW,P03_均線支撐放量,68,48.53,4.99,-11.76,-1.18
3060.TW,P04_長下影線放量,19,73.68,0.88,-14.05,-1.19
6668.TW,P09_量縮後爆量紅K,12,66.67,1.71,-14.71,-1.19
6923.TW,P05_連跌反轉紅K,8,62.5,2.29,-11.18,-1.19
7791.TW,P05_連跌反轉紅K,8,62.5,2.3,-6.3,-1.19
1517.TW,P12_多頭回檔,33,60.61,2.59,-9.13,-1.19
3056.TW,P10_組合訊號,45,55.56,3.45,-10.47,-1.19
2528.TW,P03_均線支撐放量,83,55.42,3.48,-8.52,-1.19
8249.TW,P11_多頭排列紅K,48,54.17,3.73,-12.15,-1.19
2836.TW,P05_連跌反轉紅K,16,50.0,4.62,-2.83,-1.19
6505.TW,P08_黃金交叉量增,8,37.5,-8.72,-15.27,-1.19
2867.TW,P08_黃金交叉量增,8,37.5,-1.3,-9.89,-1.19
2201.TW,P08_黃金交叉量增,8,37.5,-7.09,-15.99,-1.19
1440.TW,P10_組合訊號,40,37.5,-0.42,-9.71,-1.19
2106.TW,P02_量增紅K,16,37.5,-1.84,-6.79,-1.19
2227.TW,P08_黃金交叉量增,8,37.5,-5.59,-11.04,-1.19
1313.TW,P03_均線支撐放量,32,37.5,-1.26,-13.11,-1.19
6901.TW,P06_價量背離,32,37.5,-10.25,-15.8,-1.19
6901.TW,P11_多頭排列紅K,8,37.5,-12.71,-21.64,-1.19
2231.TW,P05_連跌反轉紅K,32,37.5,-1.7,-14.94,-1.19
5306.TW,P08_黃金交叉量增,8,37.5,-3.5,-8.37,-1.19
1103.TW,P08_黃金交叉量增,8,37.5,-3.73,-12.4,-1.19
8341.TW,P08_黃金交叉量增,8,37.5,-4.68,-10.67,-1.19
5531.TW,P02_量增紅K,24,37.5,-5.02,-14.41,-1.19
2762.TW,P05_連跌反轉紅K,8,37.5,-4.1,-8.33,-1.19
1342.TW,P08_黃金交叉量增,8,37.5,-5.2,-13.5,-1.19
2536.TW,P02_量增紅K,24,37.5,-0.39,-7.56,-1.19
4989.TW,P08_黃金交叉量增,8,37.5,-9.34,-21.63,-1.19
6776.TW,P08_黃金交叉量增,8,37.5,-0.59,-7.92,-1.19
1472.TW,P04_長下影線放量,40,37.5,-7.88,-23.09,-1.19
1525.TW,P12_多頭回檔,72,37.5,-1.09,-12.31,-1.19
4590.TW,P11_多頭排列紅K,8,37.5,-18.18,-28.39,-1.19
1451.TW,P04_長下影線放量,48,37.5,-0.54,-9.25,-1.19
7732.TW,P05_連跌反轉紅K,8,37.5,-1.23,-12.31,-1.19
4956.TW,P12_多頭回檔,24,37.5,-8.12,-22.43,-1.19
4560.TW,P01_量縮價穩,56,37.5,-1.25,-7.49,-1.19
1540.TW,P10_組合訊號,48,37.5,-0.29,-8.48,-1.19
8466.TW,P11_多頭排列紅K,40,37.5,-0.83,-9.73,-1.19
4999.TW,P08_黃金交叉量增,8,37.5,-4.43,-9.91,-1.19
3419.TW,P05_連跌反轉紅K,37,62.16,2.34,-11.01,-1.2
2338.TW,P05_連跌反轉紅K,28,60.71,2.55,-14.17,-1.2
2030.TW,P05_連跌反轉紅K,22,59.09,2.81,-8.39,-1.2
2101.TW,P11_多頭排列紅K,60,56.67,3.24,-8.99,-1.2
3454.TW,P04_長下影線放量,27,55.56,3.43,-12.91,-1.2
1445.TW,P02_量增紅K,41,53.66,3.8,-7.83,-1.2
1475.TW,P03_均線支撐放量,45,53.33,3.87,-13.79,-1.2
2013.TW,P05_連跌反轉紅K,29,51.72,4.21,-8.38,-1.2
3028.TW,P12_多頭回檔,53,50.94,4.39,-6.95,-1.2
1102.TW,P09_量縮後爆量紅K,4,50.0,4.6,-4.42,-1.2
2069.TW,P02_量增紅K,15,73.33,0.89,-9.76,-1.21
2328.TW,P03_均線支撐放量,40,67.5,1.58,-10.27,-1.21
5871.TW,P07_RSI超賣量縮,24,62.5,2.26,-10.45,-1.21
2102.TW,P06_價量背離,106,62.26,2.3,-8.76,-1.21
2031.TW,P03_均線支撐放量,35,60.0,2.64,-10.32,-1.21
1568.TW,P09_量縮後爆量紅K,10,60.0,2.64,-16.4,-1.21
2024.TW,P06_價量背離,104,58.65,2.87,-7.68,-1.21
3591.TW,P09_量縮後爆量紅K,12,58.33,2.93,-9.76,-1.21
2495.TW,P02_量增紅K,39,56.41,3.26,-12.03,-1.21
2849.TW,P05_連跌反轉紅K,20,55.0,3.52,-3.28,-1.21
2834.TW,P05_連跌反轉紅K,18,50.0,4.59,-6.19,-1.21
1339.TW,P06_價量背離,84,44.05,6.14,-5.08,-1.21
6931.TW,P02_量增紅K,10,40.0,7.48,-10.83,-1.21
3050.TW,P05_連跌反轉紅K,33,63.64,2.08,-13.84,-1.22
2439.TW,P05_連跌反轉紅K,19,63.16,2.14,-10.2,-1.22
2419.TW,P03_均線支撐放量,40,57.5,3.05,-11.55,-1.22
1321.TW,P03_均線支撐放量,69,55.07,3.49,-4.95,-1.22
6005.TW,P12_多頭回檔,63,50.79,4.39,-7.21,-1.22
2480.TW,P06_價量背離,101,49.5,4.67,-5.9,-1.22
6206.TW,P01_量縮價穩,101,48.51,4.91,-7.84,-1.22
2727.TW,P12_多頭回檔,33,42.42,6.62,-12.65,-1.22
6949.TW,P06_價量背離,13,38.46,8.03,-19.05,-1.22
2501.TW,P12_多頭回檔,45,37.78,8.3,-6.55,-1.22
1806.TW,P03_均線支撐放量,59,37.29,-0.05,-9.44,-1.22
4552.TW,P02_量增紅K,19,73.68,0.83,-7.55,-1.23
3592.TW,P02_量增紅K,7,71.43,1.07,-14.05,-1.23
4572.TW,P08_黃金交叉量增,9,66.67,1.65,-8.72,-1.23
6742.TW,P09_量縮後爆量紅K,3,66.67,1.65,-11.24,-1.23
3024.TW,P12_多頭回檔,30,63.33,2.11,-9.44,-1.23
3036.TW,P06_價量背離,69,56.52,3.22,-7.73,-1.23
5531.TW,P03_均線支撐放量,84,54.76,3.54,-7.2,-1.23
4935.TW,P05_連跌反轉紅K,34,52.94,3.91,-13.76,-1.23
2331.TW,P03_均線支撐放量,32,50.0,4.54,-15.8,-1.23
3052.TW,P02_量增紅K,30,46.67,5.36,-5.4,-1.23
1527.TW,P12_多頭回檔,51,37.25,-0.32,-8.57,-1.23
2109.TW,P07_RSI超賣量縮,51,37.25,-0.01,-7.08,-1.23
1909.TW,P10_組合訊號,43,37.21,-3.78,-11.67,-1.23
2109.TW,P12_多頭回檔,43,37.21,-0.35,-8.09,-1.23
911622.TW,P05_連跌反轉紅K,43,37.21,-4.35,-9.33,-1.23
8011.TW,P06_價量背離,55,72.73,0.92,-10.63,-1.24
2374.TW,P09_量縮後爆量紅K,18,66.67,1.63,-10.18,-1.24
3050.TW,P10_組合訊號,50,66.0,1.73,-10.54,-1.24
6155.TW,P02_量增紅K,37,64.86,1.89,-12.38,-1.24
3406.TW,P10_組合訊號,29,62.07,2.28,-13.92,-1.24
6722.TW,P01_量縮價穩,118,59.32,2.71,-6.47,-1.24
2882.TW,P05_連跌反轉紅K,36,58.33,2.87,-6.67,-1.24
2371.TW,P01_量縮價穩,77,57.14,3.08,-12.41,-1.24
1530.TW,P07_RSI超賣量縮,68,54.41,3.59,-4.05,-1.24
2460.TW,P10_組合訊號,38,52.63,3.94,-13.16,-1.24
1531.TW,P05_連跌反轉紅K,25,44.0,6.09,-6.88,-1.24
2365.TW,P10_組合訊號,44,43.18,6.35,-10.53,-1.24
6582.TW,P07_RSI超賣量縮,78,37.18,-6.24,-13.59,-1.24
4137.TW,P06_價量背離,70,37.14,-0.82,-11.15,-1.24
2705.TW,P02_量增紅K,35,37.14,-4.05,-12.87,-1.24
2415.TW,P12_多頭回檔,35,37.14,-2.09,-18.45,-1.24
2395.TW,P02_量增紅K,16,75.0,0.67,-9.23,-1.25
1734.TW,P08_黃金交叉量增,8,75.0,0.66,-9.25,-1.25
3346.TW,P11_多頭排列紅K,33,72.73,0.9,-15.38,-1.25
1783.TW,P01_量縮價穩,96,61.46,2.36,-12.01,-1.25
8222.TW,P06_價量背離,101,57.43,3.02,-8.99,-1.25
2404.TW,P07_RSI超賣量縮,30,56.67,3.14,-11.93,-1.25
6768.TW,P04_長下影線放量,23,56.52,3.18,-7.48,-1.25
1568.TW,P03_均線支撐放量,43,55.81,3.29,-8.86,-1.25
2601.TW,P09_量縮後爆量紅K,9,55.56,3.35,-14.5,-1.25
1102.TW,P10_組合訊號,50,52.0,4.05,-5.62,-1.25
1210.TW,P02_量增紅K,6,50.0,4.49,-5.26,-1.25
6830.TW,P08_黃金交叉量增,8,75.0,0.65,-14.63,-1.26
3035.TW,P12_多頭回檔,25,64.0,1.97,-14.07,-1.26
1402.TW,P01_量縮價穩,76,63.16,2.09,-4.45,-1.26
1725.TW,P02_量增紅K,25,60.0,2.57,-14.23,-1.26
2883.TW,P08_黃金交叉量增,7,57.14,3.04,-6.95,-1.26
1463.TW,P03_均線支撐放量,76,55.26,3.39,-5.68,-1.26
9907.TW,P12_多頭回檔,53,54.72,3.49,-6.59,-1.26
2886.TW,P01_量縮價穩,57,54.39,3.55,-4.1,-1.26
1319.TW,P06_價量背離,48,54.17,3.59,-9.87,-1.26
1712.TW,P02_量增紅K,15,53.33,3.76,-5.89,-1.26
1734.TW,P05_連跌反轉紅K,23,52.17,4.01,-8.84,-1.26
2834.TW,P12_多頭回檔,66,51.52,4.15,-4.12,-1.26
2441.TW,P04_長下影線放量,55,50.91,4.27,-8.33,-1.26
1709.TW,P01_量縮價穩,130,50.77,4.3,-6.91,-1.26
3311.TW,P05_連跌反轉紅K,24,50.0,4.47,-8.46,-1.26
6449.TW,P10_組合訊號,38,47.37,5.12,-14.13,-1.26
6209.TW,P12_多頭回檔,27,37.04,-1.64,-14.8,-1.26
3041.TW,P12_多頭回檔,27,37.04,-6.38,-20.26,-1.26
9919.TW,P02_量增紅K,27,37.04,-6.21,-19.73,-1.26
3550.TW,P05_連跌反轉紅K,27,37.04,-1.66,-14.52,-1.26
2712.TW,P09_量縮後爆量紅K,27,37.04,-3.33,-12.79,-1.26
6742.TW,P04_長下影線放量,14,71.43,1.03,-14.92,-1.27
2015.TW,P12_多頭回檔,72,62.5,2.18,-5.96,-1.27
6166.TW,P05_連跌反轉紅K,28,57.14,3.03,-8.07,-1.27
7730.TW,P04_長下影線放量,29,55.17,3.38,-11.35,-1.27
2201.TW,P01_量縮價穩,73,53.42,3.73,-10.41,-1.27
1307.TW,P03_均線支撐放量,63,52.38,3.95,-5.4,-1.27
3231.TW,P10_組合訊號,35,51.43,4.14,-9.86,-1.27
8499.TW,P06_價量背離,81,50.62,4.32,-6.98,-1.27
2867.TW,P02_量增紅K,21,47.62,5.04,-9.94,-1.27
6505.TW,P01_量縮價穩,73,36.99,-1.74,-10.13,-1.27
6582.TW,P10_組合訊號,46,36.96,-4.38,-12.46,-1.27
3673.TW,P03_均線支撐放量,27,62.96,2.08,-11.26,-1.28
3005.TW,P11_多頭排列紅K,75,57.33,2.98,-12.11,-1.28
1438.TW,P04_長下影線放量,62,54.84,3.43,-9.62,-1.28
6166.TW,P06_價量背離,58,53.45,3.7,-7.39,-1.28
1432.TW,P10_組合訊號,62,53.23,3.75,-9.45,-1.28
3021.TW,P09_量縮後爆量紅K,16,50.0,4.43,-7.55,-1.28
2516.TW,P12_多頭回檔,67,40.3,7.2,-7.34,-1.28
1310.TW,P07_RSI超賣量縮,70,62.86,2.08,-10.65,-1.29
2753.TW,P04_長下影線放量,37,62.16,2.19,-8.51,-1.29
4927.TW,P12_多頭回檔,47,59.57,2.58,-14.99,-1.29
2488.TW,P10_組合訊號,79,55.7,3.25,-6.37,-1.29
5522.TW,P08_黃金交叉量增,11,54.55,3.47,-10.58,-1.29
8467.TW,P06_價量背離,78,53.85,3.61,-8.98,-1.29
3056.TW,P11_多頭排列紅K,58,50.0,4.42,-8.51,-1.29
2014.TW,P03_均線支撐放量,19,47.37,5.06,-14.75,-1.29
2020.TW,P05_連跌反轉紅K,22,45.45,5.57,-7.29,-1.29
1909.TW,P12_多頭回檔,38,36.84,-5.9,-13.21,-1.29
6923.TW,P06_價量背離,19,36.84,-7.26,-13.33,-1.29
1464.TW,P12_多頭回檔,38,36.84,-3.14,-9.81,-1.29
8104.TW,P02_量增紅K,19,36.84,-4.95,-16.88,-1.29
2250.TW,P11_多頭排列紅K,19,36.84,-10.13,-18.24,-1.29
6807.TW,P05_連跌反轉紅K,19,36.84,-0.53,-13.23,-1.29
4155.TW,P02_量增紅K,19,36.84,-2.32,-11.35,-1.29
3013.TW,P11_多頭排列紅K,36,61.11,2.33,-13.19,-1.3
2250.TW,P08_黃金交叉量增,5,60.0,2.5,-7.59,-1.3
2537.TW,P08_黃金交叉量增,7,57.14,2.98,-9.42,-1.3
1463.TW,P01_量縮價穩,207,57.0,2.99,-5.98,-1.3
9933.TW,P07_RSI超賣量縮,51,56.86,3.02,-7.76,-1.3
9937.TW,P08_黃金交叉量增,18,55.56,3.25,-3.39,-1.3
3054.TW,P09_量縮後爆量紅K,20,55.0,3.36,-5.38,-1.3
1725.TW,P06_價量背離,124,54.03,3.54,-8.83,-1.3
6585.TW,P10_組合訊號,17,52.94,3.76,-15.41,-1.3
2414.TW,P01_量縮價穩,149,50.34,4.33,-5.18,-1.3
8926.TW,P09_量縮後爆量紅K,4,50.0,4.4,-8.35,-1.3
8404.TW,P01_量縮價穩,122,50.0,4.39,-8.22,-1.3
2029.TW,P05_連跌反轉紅K,26,38.46,7.82,-9.15,-1.3
4562.TW,P01_量縮價穩,185,36.76,-1.6,-10.98,-1.3
2014.TW,P09_量縮後爆量紅K,6,66.67,1.54,-16.4,-1.31
9910.TW,P12_多頭回檔,67,61.19,2.29,-9.92,-1.31
2903.TW,P02_量增紅K,24,58.33,2.75,-6.58,-1.31
6166.TW,P01_量縮價穩,108,55.56,3.24,-8.85,-1.31
3652.TW,P06_價量背離,47,53.19,3.69,-6.68,-1.31
3034.TW,P06_價量背離,28,42.86,6.28,-12.39,-1.31
2104.TW,P10_組合訊號,49,36.73,-5.01,-11.76,-1.31
8442.TW,P06_價量背離,79,36.71,-0.63,-9.57,-1.31
9910.TW,P07_RSI超賣量縮,28,64.29,1.84,-9.93,-1.32
2241.TW,P07_RSI超賣量縮,124,62.9,2.03,-10.31,-1.32
2707.TW,P08_黃金交叉量增,8,62.5,2.09,-6.87,-1.32
3029.TW,P07_RSI超賣量縮,37,59.46,2.55,-7.94,-1.32
1568.TW,P01_量縮價穩,101,58.42,2.72,-11.52,-1.32
1711.TW,P01_量縮價穩,119,56.3,3.09,-8.25,-1.32
2881.TW,P10_組合訊號,45,55.56,3.23,-7.56,-1.32
2101.TW,P10_組合訊號,46,54.35,3.46,-6.64,-1.32
2062.TW,P07_RSI超賣量縮,78,53.85,3.54,-11.36,-1.32
6166.TW,P03_均線支撐放量,40,52.5,3.81,-8.03,-1.32
1789.TW,P07_RSI超賣量縮,53,45.28,5.55,-6.39,-1.32
2634.TW,P11_多頭排列紅K,30,36.67,-0.76,-9.93,-1.32
2231.TW,P06_價量背離,60,36.67,-2.94,-14.09,-1.32
3092.TW,P12_多頭回檔,30,36.67,-1.75,-12.4,-1.32
3592.TW,P11_多頭排列紅K,21,66.67,1.5,-9.26,-1.33
2355.TW,P06_價量背離,55,65.45,1.66,-11.39,-1.33
8249.TW,P02_量增紅K,21,61.9,2.16,-12.35,-1.33
4581.TW,P02_量增紅K,21,61.9,2.16,-6.26,-1.33
2515.TW,P11_多頭排列紅K,35,57.14,2.92,-10.92,-1.33
2332.TW,P03_均線支撐放量,32,56.25,3.08,-10.1,-1.33
6914.TW,P04_長下影線放量,9,55.56,3.21,-8.0,-1.33
5288.TW,P01_量縮價穩,149,55.03,3.3,-7.24,-1.33
1229.TW,P10_組合訊號,32,50.0,4.34,-4.47,-1.33
2607.TW,P02_量增紅K,30,50.0,4.35,-11.51,-1.33
3035.TW,P09_量縮後爆量紅K,9,44.44,5.76,-14.26,-1.33
8466.TW,P01_量縮價穩,183,36.61,-0.17,-9.21,-1.33
2104.TW,P04_長下影線放量,41,36.59,-3.94,-10.09,-1.33
911622.TW,P09_量縮後爆量紅K,41,36.59,-3.49,-9.27,-1.33
6591.TW,P12_多頭回檔,29,75.86,0.46,-10.46,-1.34
2439.TW,P11_多頭排列紅K,36,72.22,0.84,-9.95,-1.34
8261.TW,P06_價量背離,68,64.71,1.75,-13.54,-1.34
5222.TW,P11_多頭排列紅K,33,63.64,1.89,-13.97,-1.34
2474.TW,P12_多頭回檔,64,62.5,2.05,-8.98,-1.34
4155.TW,P07_RSI超賣量縮,56,62.5,2.05,-7.77,-1.34
6579.TW,P02_量增紅K,23,60.87,2.3,-8.95,-1.34
1339.TW,P02_量增紅K,29,58.62,2.65,-9.72,-1.34
2834.TW,P11_多頭排列紅K,71,54.93,3.31,-5.14,-1.34
2464.TW,P04_長下影線放量,42,54.76,3.34,-8.96,-1.34
2851.TW,P11_多頭排列紅K,85,50.59,4.19,-4.48,-1.34
1455.TW,P07_RSI超賣量縮,80,45.0,5.57,-12.88,-1.34
6216.TW,P10_組合訊號,59,44.07,5.84,-4.05,-1.34
6153.TW,P06_價量背離,52,36.54,-4.47,-14.03,-1.34
2362.TW,P11_多頭排列紅K,63,36.51,-0.64,-10.12,-1.34
1802.TW,P06_價量背離,74,36.49,-3.76,-14.2,-1.34
6451.TW,P11_多頭排列紅K,40,80.0,0.07,-14.58,-1.35
3454.TW,P01_量縮價穩,106,60.38,2.36,-10.37,-1.35
2428.TW,P10_組合訊號,39,56.41,3.02,-9.88,-1.35
2704.TW,P01_量縮價穩,153,56.21,3.04,-6.61,-1.35
6753.TW,P09_量縮後爆量紅K,9,55.56,3.17,-14.46,-1.35
4557.TW,P01_量縮價穩,192,55.21,3.23,-7.11,-1.35
6431.TW,P01_量縮價穩,206,54.37,3.39,-12.51,-1.35
1733.TW,P03_均線支撐放量,54,53.7,3.52,-6.48,-1.35
6136.TW,P07_RSI超賣量縮,32,53.12,3.63,-3.59,-1.35
2421.TW,P06_價量背離,40,52.5,3.75,-13.41,-1.35
1229.TW,P06_價量背離,60,50.0,4.31,-5.28,-1.35
2702.TW,P12_多頭回檔,41,70.73,0.98,-10.44,-1.36
3532.TW,P02_量增紅K,20,70.0,1.06,-13.59,-1.36
3532.TW,P04_長下影線放量,37,67.57,1.35,-14.62,-1.36
9904.TW,P02_量增紅K,13,61.54,2.17,-7.49,-1.36
1308.TW,P01_量縮價穩,93,56.99,2.89,-10.48,-1.36
3002.TW,P12_多頭回檔,51,54.9,3.28,-9.86,-1.36
3528.TW,P05_連跌反轉紅K,21,52.38,3.76,-6.26,-1.36
6951.TW,P04_長下影線放量,25,52.0,3.85,-7.38,-1.36
4942.TW,P08_黃金交叉量增,6,50.0,4.29,-2.36,-1.36
1445.TW,P10_組合訊號,88,47.73,4.81,-6.42,-1.36
3443.TW,P10_組合訊號,22,36.36,-2.58,-19.77,-1.36
1326.TW,P08_黃金交叉量增,11,36.36,-3.15,-10.02,-1.36
